mkt_id,output_own_price,output_own_cost,output_comp_price,output_own_profits,output_X,output_own_share,output_own_sales,day
7374,7.24,6.05,7.38,30.91619,30.92,0.5128387,25.98,24
5279,7.03,6.05,7.0,5.0274,55.22,0.4565182,5.13,24
154,7.08,5.92,7.12,0.9975999,65.12,0.2953278,0.86,14
5142,7.05,6.0,7.05,3.234,57.92,0.4283162,3.08,30
7187,6.95,5.99,7.03,0.7968,77.36,0.4977651,0.83,5
7370,7.05,5.99,6.94,5.745203,57.38,0.5171632,5.42,22
4911,7.27,6.08,7.23,18.7068,37.04,0.4644205,15.72,11
2306,7.09,5.98,7.04,5.0838,55.4,0.5113305,4.58,19
78,7.02,6.03,7.07,2.960099,61.88,0.5426611,2.99,22
13777,7.2,6.07,7.1,17.26639,42.08,0.4726827,15.28,25
15000,6.76,6.04,6.69,0.7848003,50.18,0.5592862,1.09,28
7412,6.67,5.94,6.7,2.0221,42.8,0.5982223,2.77,9
7396,7.14,6.0,7.08,12.7794,47.3,0.4880544,11.21,16
7106,7.13,6.0,7.22,13.2436,41.36,0.4139675,11.72,18
7369,6.98,5.99,7.0,0.8811002,73.76,0.4487348,0.89,18
78,7.15,5.99,7.21,17.7248,42.44,0.5030903,15.28,28
5029,7.03,6.06,7.07,14.8216,44.96,0.5563936,15.28,11
78,6.72,6.12,6.75,1.572,39.74,0.4547369,2.62,24
5029,6.76,6.0,6.69,0.5624002,50.18,0.3921987,0.74,12
13674,6.81,6.05,6.8,4.803198,32.72,0.6130616,6.32,2
5142,7.03,6.09,7.02,1.269,71.06,0.4912377,1.35,7
154,6.77,6.05,6.64,0.2375999,61.16,0.5489341,0.33,18
2252,7.13,6.0,6.99,0.4407,77.0,0.4106944,0.39,21
7412,7.35,6.07,7.25,28.74879,32.0,0.4906472,22.46,28
44,7.2,5.97,7.18,32.2506,33.26,0.5171713,26.22,18
7370,7.27,6.04,7.31,20.2581,32.72,0.3649384,16.47,10
150,6.98,6.02,7.03,1.8144,66.56,0.5079766,1.89,6
15555,7.34,5.98,7.29,33.9456,32.36,0.4781858,24.96,1
44,7.19,5.97,7.19,19.95921,36.32,0.425238,16.36,20
7331,6.76,6.05,6.71,0.3905,57.02,0.5609457,0.55,28
164,7.18,6.06,7.13,12.4208,43.7,0.5666133,11.09,4
167,6.95,6.02,6.95,2.511,65.12,0.542309,2.7,25
5404,6.77,5.97,6.66,0.08,72.5,0.5802931,0.1,1
91,6.95,5.99,7.07,1.1424,67.82,0.4006889,1.19,3
7412,7.13,5.98,7.18,17.3535,39.92,0.4569037,15.09,19
7319,7.23,5.96,7.12,22.6441,41.36,0.6301781,17.83,15
2261,7.02,6.02,7.01,1.43,64.94,0.447419,1.43,3
2812,7.04,6.0,7.13,5.9904,56.3,0.5411041,5.76,8
7331,6.96,6.02,7.06,3.901,54.86,0.4958852,4.15,24
183,7.28,6.07,7.18,21.0298,39.92,0.4874754,17.38,18
7374,6.74,6.02,6.69,0.1296,63.68,0.4753377,0.18,20
150,6.92,5.91,6.97,1.3029,68.54,0.4009658,1.29,15
183,7.02,6.01,7.14,10.4333,45.32,0.4522554,10.33,28
4911,6.77,6.02,6.71,3.7575,34.34,0.6162912,5.01,23
2704,7.12,5.99,7.2,18.3964,42.8,0.5250839,16.28,6
7396,6.96,6.0,7.03,3.4272,62.06,0.5663643,3.57,12
2261,6.99,5.95,7.1,3.5672,62.96,0.5630139,3.43,27
183,6.66,5.94,6.74,1.0368,48.74,0.5429702,1.44,4
167,7.21,6.15,7.0,5.3636,47.12,0.3906964,5.06,28
7403,7.35,6.09,7.29,25.80479,35.06,0.4806179,20.48,11
44,7.0,5.99,7.15,4.181401,55.22,0.4114773,4.14,16
7329,7.15,5.99,7.0,4.628401,59.0,0.5799522,3.99,17
7396,6.99,6.09,7.02,2.015999,66.92,0.5953348,2.24,21
7396,6.79,6.08,6.77,0.0426,80.06,0.6021661,0.06,29
7329,7.28,6.03,7.25,25.1375,37.22,0.5291457,20.11,14
15000,7.1,6.02,7.09,8.089199,49.46,0.4938793,7.49,1
2812,6.81,5.99,6.7,0.6396001,53.96,0.4790485,0.78,12
7370,6.94,5.97,7.02,1.7169,70.52,0.5397409,1.77,17
7403,7.0,5.99,6.95,0.9595002,68.72,0.4179896,0.95,8
7389,6.95,6.02,6.95,3.822299,60.8,0.5806968,4.11,28
5142,7.3,5.98,7.1,15.51,39.02,0.3618553,11.75,15
78,7.02,5.99,7.11,5.768001,53.24,0.541872,5.6,3
2290,7.1,5.99,7.06,3.1191,61.7,0.4942873,2.81,9
5397,7.1,6.08,7.29,18.2886,33.26,0.4410039,17.93,12
7403,6.81,5.99,6.67,0.3526001,55.94,0.3767701,0.43,29
2252,6.67,5.99,6.71,0.4352002,53.42,0.4596152,0.64,28
3875,6.7,6.0,6.74,4.577999,32.0,0.5409483,6.54,3
7374,7.13,6.1,7.03,6.015202,55.22,0.5431554,5.84,9
5397,7.15,6.02,7.09,8.757501,50.18,0.5391679,7.75,8
131,7.26,6.01,7.34,22.5625,33.44,0.3967075,18.05,15
5371,7.44,5.99,7.25,29.14501,32.72,0.4652874,20.1,20
7329,6.98,5.94,7.2,3.8272,55.58,0.4790018,3.68,30
7369,6.68,5.95,6.7,1.8469,41.18,0.5241811,2.53,9
13777,6.66,6.03,6.71,1.367099,42.98,0.4792618,2.17,8
5279,6.97,5.96,6.99,0.8079998,73.76,0.5631468,0.8,29
5099,7.11,5.98,7.39,24.4758,38.66,0.5555842,21.66,3
2704,6.71,5.99,6.7,0.2232001,61.52,0.4709658,0.31,18
5349,6.98,5.96,7.0,1.53,71.42,0.7215587,1.5,10
7075,7.1,6.0,7.09,10.285,47.12,0.4245097,9.35,5
7341,6.7,5.99,6.75,0.1136,67.46,0.509477,0.16,18
7075,7.04,6.01,7.06,0.3707999,79.52,0.4155615,0.36,19
7187,6.68,5.94,6.74,3.352199,34.16,0.4362156,4.53,28
91,6.72,6.03,6.68,1.787099,36.86,0.4364376,2.59,24
5404,7.0,5.98,7.01,2.0298,68.0,0.5310839,1.99,16
7330,7.01,5.91,7.07,10.406,51.26,0.5173491,9.46,7
7329,7.15,6.0,7.3,25.208,34.52,0.5735712,21.92,13
7369,7.23,6.01,7.17,14.6034,41.36,0.3981685,11.97,15
44,7.02,5.96,7.01,5.7452,52.7,0.4134338,5.42,8
7369,6.73,6.0,6.7,1.9126,32.0,0.286175,2.62,9
167,6.72,5.99,6.76,0.1095,70.16,0.5072722,0.15,9
2700,6.69,5.95,6.76,0.4884002,53.96,0.5052443,0.66,28
44,6.71,5.99,6.77,0.3816001,54.68,0.4522108,0.53,12
2290,7.2,6.09,7.1,10.4118,43.52,0.4437315,9.38,5
7374,7.01,5.95,6.98,1.643001,70.16,0.627357,1.55,14
7341,7.02,6.01,7.02,0.9695997,69.08,0.3860364,0.96,15
5397,6.88,6.01,6.84,1.9488,39.92,0.428671,2.24,8
5397,7.07,5.99,7.06,7.992003,53.42,0.5234927,7.4,25
4896,7.2,5.95,7.14,11.35,47.84,0.4473317,9.08,17
5404,7.02,6.0,6.99,2.193,64.58,0.4784608,2.15,12
7187,7.27,5.98,7.2,15.3123,44.42,0.4696447,11.87,22
7403,6.76,6.05,6.74,0.142,67.82,0.6133295,0.2,24
5371,6.74,6.02,6.81,0.4967999,51.62,0.5027905,0.69,28
7370,6.67,5.95,6.71,0.6912003,52.52,0.6173837,0.96,11
7329,7.14,6.0,7.26,20.9418,33.8,0.4095742,18.37,12
5029,7.15,6.02,7.13,4.2375,58.82,0.4908226,3.75,1
7187,7.06,5.96,7.07,3.256,58.46,0.3961359,2.96,11
2704,6.97,5.96,7.0,0.3938999,82.4,0.5261884,0.39,19
5109,7.2,6.03,7.29,29.88179,31.82,0.4845041,25.54,4
5397,6.75,6.01,6.76,1.916599,40.46,0.5248075,2.59,9
7329,6.98,6.0,7.2,6.869801,53.96,0.5726435,7.01,2
7393,6.62,5.9,6.78,0.6191998,53.78,0.526249,0.86,28
7075,7.05,5.97,6.92,0.7992003,77.54,0.50496,0.74,9
44,6.72,6.03,6.74,0.9383994,49.28,0.6701483,1.36,5
7389,7.0,6.0,6.96,0.67,76.64,0.5175842,0.67,11
603,6.99,6.09,6.93,0.9539995,75.02,0.6013691,1.06,19
2485,7.13,5.93,7.14,20.16,40.46,0.5894275,16.8,18
5099,6.73,6.04,6.77,0.0345,75.92,0.4616625,0.05,7
7374,7.26,5.98,7.25,18.4832,40.28,0.4831722,14.44,12
7394,7.1,5.95,7.04,0.9545001,73.76,0.4223264,0.83,4
7393,6.92,5.99,6.98,0.4929001,81.14,0.4936012,0.53,6
3875,6.72,6.0,6.68,0.4319999,57.92,0.488832,0.6,21
2306,7.28,5.96,7.24,28.41961,36.5,0.5690374,21.53,3
131,7.09,5.96,7.02,4.429601,51.26,0.3419895,3.92,3
15000,6.97,6.06,7.01,1.6653,68.9,0.638138,1.83,8
7075,7.11,5.97,7.1,8.550003,51.8,0.4743557,7.5,11
7389,7.19,6.05,7.19,28.2264,34.88,0.5056813,24.76,3
603,6.64,5.99,6.63,0.208,64.58,0.6394484,0.32,14
5371,6.78,6.06,6.74,0.1008,65.12,0.3705223,0.14,10
167,6.78,6.05,6.81,1.9491,41.36,0.5716038,2.67,23
7374,7.28,5.95,7.19,11.4247,39.56,0.3147521,8.59,14
7374,7.04,6.03,7.0,5.908498,54.5,0.5306587,5.85,8
4896,7.21,6.01,7.14,21.912,40.46,0.5483716,18.26,8
2700,7.21,5.94,7.18,18.6309,42.26,0.4949439,14.67,7
13674,7.31,6.01,7.27,17.524,38.48,0.3929605,13.48,17
154,7.04,6.01,7.04,7.364498,52.16,0.4803161,7.15,24
91,6.79,6.07,6.78,0.3239999,57.74,0.5476011,0.45,7
78,6.75,6.03,6.74,0.3887999,55.76,0.4948292,0.54,26
7394,7.18,5.99,7.2,13.7445,45.5,0.4727798,11.55,8
15555,6.7,5.99,6.67,0.0639,76.1,0.4682538,0.09,6
15000,7.16,6.03,7.18,12.9611,42.8,0.4292513,11.47,23
7330,7.14,5.99,7.05,17.0315,43.34,0.5047995,14.81,4
7330,7.02,6.01,6.98,0.6968998,73.04,0.3571056,0.69,29
78,7.18,5.88,7.23,31.252,34.34,0.5380013,24.04,10
15555,7.3,6.0,7.31,27.261,32.36,0.4470574,20.97,25
5349,7.08,6.02,6.99,1.3356,66.92,0.4389201,1.26,25
44,6.77,6.02,6.79,3.165,32.72,0.4549044,4.22,29
7329,7.07,6.0,7.06,6.420001,54.68,0.5919971,6.0,9
7393,7.02,5.95,6.98,1.5087,67.46,0.4096306,1.41,3
164,7.04,5.99,7.01,5.544001,56.66,0.5443875,5.28,22
7393,7.22,5.92,7.28,28.11899,36.86,0.5111501,21.63,17
5142,6.68,6.03,6.7,0.0779999,73.4,0.5729786,0.12,16
7075,6.71,5.98,6.73,1.2848,44.78,0.5378789,1.76,16
4887,7.11,6.03,7.03,14.7636,41.0,0.4934138,13.67,30
2485,6.7,5.99,6.7,0.0284,80.6,0.445548,0.04,6
5397,7.21,5.98,7.09,7.1586,53.42,0.4512355,5.82,30
2485,7.25,5.98,7.27,24.638,37.4,0.5030404,19.4,20
91,7.27,5.96,7.23,28.9379,34.88,0.4854962,22.09,14
44,7.12,5.96,7.14,15.486,44.24,0.5202026,13.35,8
7370,7.25,6.04,7.37,28.2414,31.64,0.5064812,23.34,5
2290,6.67,5.95,6.72,0.108,71.42,0.592577,0.15,15
7106,6.76,6.04,6.72,0.6480002,52.7,0.6965783,0.9,19
3875,7.11,6.02,6.99,3.6188,59.54,0.4928522,3.32,24
7394,6.72,6.09,6.75,1.165499,46.22,0.5442994,1.85,12
3875,7.1,5.96,7.1,8.196599,48.2,0.4413213,7.19,5
5349,7.22,6.02,7.27,28.62,35.6,0.5133283,23.85,27
5397,7.35,5.95,7.22,33.992,34.88,0.6018791,24.28,17
7396,7.02,6.07,7.05,8.559499,51.26,0.5250945,9.01,1
7341,7.19,6.02,7.24,16.8246,40.46,0.455993,14.38,11
164,6.75,6.11,6.76,0.1216,63.86,0.4336495,0.19,8
7370,7.3,5.99,7.26,30.53611,31.64,0.5215812,23.31,4
5279,7.29,6.09,7.24,20.304,34.52,0.3895026,16.92,27
7403,7.05,6.04,6.96,1.4544,68.0,0.42843,1.44,19
78,7.06,6.04,6.98,2.1216,66.02,0.4465297,2.08,27
2812,7.32,5.97,7.28,15.5385,37.94,0.3479815,11.51,14
7394,6.99,5.9,6.98,2.855799,61.7,0.5844362,2.62,16
7396,6.69,5.94,6.8,3.705,35.6,0.5782769,4.94,23
4887,7.25,5.93,7.35,31.878,32.72,0.4958737,24.15,7
15555,7.17,6.09,7.09,7.970399,49.28,0.4413348,7.38,28
7412,7.09,5.97,7.05,0.6608002,77.18,0.4340864,0.59,3
7396,6.97,5.96,7.05,0.9897998,70.16,0.4331116,0.98,5
7393,7.22,5.93,7.28,36.2748,33.08,0.6370187,28.12,18
7075,7.15,6.0,7.16,14.467,40.64,0.4182391,12.58,19
167,7.16,5.93,7.15,22.8657,39.74,0.5564857,18.59,25
4911,6.78,6.05,6.72,1.7812,40.64,0.4612748,2.44,23
150,7.09,6.03,6.96,2.5864,63.14,0.441536,2.44,17
13777,7.02,5.98,6.97,0.5096,79.34,0.4042931,0.49,27
15000,6.69,5.97,6.75,0.6840003,50.72,0.5196204,0.95,6
7369,7.28,6.01,7.19,27.1907,37.4,0.6417272,21.41,25
5142,6.75,6.03,6.64,0.0504,79.16,0.5132471,0.07,31
5142,6.73,5.99,6.69,2.279201,34.7,0.4069332,3.08,30
7403,7.12,6.08,7.2,12.5736,47.12,0.5342814,12.09,16
13674,7.07,6.04,7.0,3.090001,60.08,0.5241682,3.0,26
7412,6.97,6.05,7.07,1.793999,65.48,0.4646699,1.95,13
7374,7.21,6.02,7.21,19.2185,40.64,0.4925466,16.15,16
5404,7.01,6.1,7.03,4.923101,52.34,0.531934,5.41,17
2252,7.03,5.99,7.02,4.836002,56.12,0.4512295,4.65,8
5349,6.79,6.0,6.75,0.7584,50.72,0.473915,0.96,27
150,6.71,6.0,6.7,0.142,68.54,0.4946774,0.2,13
4896,7.15,5.99,7.16,19.43001,39.2,0.4603889,16.75,20
2261,6.69,5.95,6.77,0.7104002,48.56,0.4717587,0.96,12
4887,7.01,6.03,7.04,0.441,77.0,0.3625705,0.45,28
5397,7.03,5.98,7.09,4.515001,56.3,0.4874731,4.3,14
5109,7.14,6.03,7.15,7.414797,48.74,0.5495064,6.68,5
5349,7.11,5.97,7.08,1.7328,59.54,0.2763464,1.52,24
7412,6.69,5.97,6.71,0.4824002,50.0,0.3744228,0.67,27
7106,7.17,5.98,7.09,18.5759,43.52,0.5433549,15.61,23
603,6.69,6.01,6.76,0.6663998,46.04,0.421515,0.98,3
7369,7.27,5.99,7.35,27.7888,35.42,0.4959268,21.71,14
150,6.72,5.93,6.73,0.0711,72.5,0.4273261,0.09,16
44,7.01,6.01,7.07,0.94,71.42,0.4414449,0.94,29
7396,7.09,5.99,7.15,11.792,47.3,0.5360973,10.72,8
7187,7.03,6.0,6.97,3.265101,58.64,0.4306632,3.17,29
4911,6.73,5.95,6.66,0.3588001,54.68,0.3640784,0.46,20
7369,7.22,6.0,7.16,17.4338,38.66,0.4764539,14.29,19
7329,7.08,5.95,7.08,14.9273,43.88,0.5202538,13.21,8
4887,7.11,6.03,7.03,20.8764,39.92,0.5147704,19.33,31
7403,7.05,5.98,6.96,3.424001,63.14,0.641863,3.2,20
7075,7.18,6.04,7.22,16.2222,40.28,0.510058,14.23,28
5100,7.12,6.1,7.18,15.5754,41.18,0.5111027,15.27,13
44,6.79,5.97,6.8,1.681,42.26,0.554791,2.05,24
5099,6.71,5.99,6.68,0.7704003,47.84,0.4015447,1.07,16
5397,7.0,5.97,6.99,2.5853,64.94,0.4978386,2.51,5
2700,7.19,5.98,7.19,20.7394,41.54,0.569073,17.14,18
13777,7.08,6.01,7.15,32.19629,33.08,0.5412535,30.09,4
183,7.07,5.95,7.05,0.7056002,77.18,0.4454995,0.63,28
5100,6.71,5.95,6.75,0.7980002,50.9,0.5288685,1.05,28
4911,6.96,6.06,6.95,0.27,86.72,0.4754497,0.3,27
2485,6.75,6.03,6.71,2.865599,32.36,0.4305854,3.98,6
5100,6.67,6.0,6.7,3.9664,33.98,0.5414649,5.92,29
15555,7.03,6.0,7.07,3.708001,57.74,0.4746477,3.6,27
7075,7.05,5.94,7.11,19.5582,42.08,0.5183185,17.62,26
5029,7.25,6.01,7.21,13.4292,43.7,0.5323379,10.83,15
5142,7.14,6.05,7.19,18.59539,41.18,0.5661916,17.06,13
7341,7.16,5.92,7.15,7.675599,48.02,0.3540209,6.19,22
7389,7.1,5.99,7.07,6.0273,53.24,0.5194163,5.43,25
5349,7.27,6.01,7.29,11.3904,41.0,0.3407198,9.04,14
603,6.6,6.05,6.79,0.6709996,45.14,0.4366499,1.22,10
5279,6.7,5.98,6.74,0.3455999,59.36,0.5370242,0.48,18
7319,7.15,6.0,7.09,8.153501,44.78,0.3754433,7.09,22
7369,7.18,5.92,7.13,19.6056,41.18,0.5210028,15.56,21
7341,6.98,5.98,7.05,0.74,76.1,0.4675303,0.74,4
7341,7.08,6.04,7.04,3.588,59.36,0.4414563,3.45,3
164,7.16,5.95,7.2,13.4552,47.12,0.5892945,11.12,28
7330,7.24,5.97,7.21,15.6845,42.62,0.5071583,12.35,26
154,6.96,5.95,7.0,3.747101,62.24,0.5395109,3.71,27
13777,7.18,6.0,7.23,9.675999,50.0,0.5382934,8.2,21
131,7.01,5.99,7.0,1.887001,66.02,0.504405,1.85,27
5404,7.06,6.0,7.09,0.7738,74.3,0.5004337,0.73,19
13777,7.09,5.95,7.03,2.781601,63.86,0.4570436,2.44,24
5109,6.68,5.96,6.82,0.5327998,54.14,0.5906903,0.74,6
2485,6.67,5.95,6.68,0.2952001,60.08,0.5854445,0.41,21
2700,7.07,5.98,6.93,3.5207,60.08,0.5015803,3.23,20
5371,7.01,6.03,7.13,3.7338,58.46,0.5781342,3.81,7
603,6.76,6.0,6.74,0.2508001,64.04,0.5901193,0.33,15
7396,6.7,5.98,6.78,0.1727999,63.14,0.4304638,0.24,10
5404,6.72,5.96,6.73,4.848798,32.0,0.5332454,6.38,2
603,6.96,5.98,7.03,0.3136,85.64,0.5810858,0.32,24
7075,7.24,5.91,7.19,16.8245,40.64,0.5567387,12.65,12
7187,7.03,5.95,7.0,8.402403,52.7,0.4888344,7.78,15
7331,7.01,5.91,7.1,5.522002,55.4,0.4947799,5.02,18
4887,6.79,5.98,6.81,2.5434,39.92,0.5637159,3.14,15
7394,7.03,6.03,7.05,1.34,70.7,0.4971426,1.34,14
7370,7.06,6.05,7.02,5.706499,54.14,0.4930294,5.65,4
2252,7.24,6.02,7.21,21.6062,35.06,0.4512224,17.71,11
44,7.1,6.02,7.1,19.2348,38.48,0.4662444,17.81,30
7396,6.74,6.01,6.79,1.065799,46.58,0.4828972,1.46,12
91,7.13,6.02,7.15,20.1243,40.1,0.5600204,18.13,5
5371,7.19,6.04,7.16,19.274,37.4,0.4863218,16.76,29
7075,6.78,6.06,6.69,0.7344003,51.26,0.4911922,1.02,6
7331,7.2,5.94,7.24,25.81739,36.32,0.5305386,20.49,18
5349,6.68,5.96,6.74,0.8135998,50.36,0.5290935,1.13,3
4887,7.06,5.98,7.1,3.456,54.5,0.3374319,3.2,1
7187,6.74,6.01,6.71,1.211799,45.68,0.4993331,1.66,23
5349,7.07,6.01,7.12,20.8396,38.66,0.6374361,19.66,31
13674,7.15,6.02,7.26,13.4018,46.22,0.598647,11.86,1
5100,7.23,6.07,7.26,16.3096,44.06,0.5475467,14.06,16
7075,6.72,6.0,6.71,0.3671999,57.74,0.4934011,0.51,20
7331,7.03,5.99,7.09,3.723202,59.72,0.4608763,3.58,20
5397,7.03,6.02,7.03,3.696601,53.96,0.3722698,3.66,16
154,6.76,6.04,6.68,0.6264002,48.2,0.4745404,0.87,2
2252,6.98,5.93,7.08,0.8925002,73.94,0.5269046,0.85,6
3875,6.77,6.06,6.73,0.0426,77.72,0.5646331,0.06,20
7432,6.71,6.04,6.77,0.134,66.92,0.5082113,0.2,18
7187,6.67,5.93,6.76,2.353201,36.14,0.5125709,3.18,12
7319,7.15,5.98,7.04,8.2368,50.72,0.4574374,7.04,11
5109,6.61,5.9,6.72,0.0994,71.96,0.6309873,0.14,14
5404,6.7,5.97,6.69,0.8395,49.46,0.5569741,1.15,2
2306,6.9,6.01,7.14,0.8988999,70.88,0.6468524,1.01,16
7331,7.37,6.01,7.33,33.68719,31.28,0.5009848,24.77,7
7403,7.05,5.86,7.01,1.7731,66.56,0.3830703,1.49,13
7106,6.69,6.01,6.73,1.931199,41.72,0.5772808,2.84,10
5349,7.14,6.03,7.12,10.7781,45.68,0.4518501,9.71,7
167,7.16,5.95,7.07,20.933,41.36,0.6102326,17.3,1
7106,7.05,5.96,7.0,0.6540001,76.46,0.4440392,0.6,1
4911,6.99,5.98,7.04,0.6362998,79.88,0.6217424,0.63,4
2700,7.03,5.98,7.04,5.103001,58.28,0.5977444,4.86,23
5397,6.96,6.09,7.01,0.6263999,73.04,0.3678528,0.72,7
4896,7.07,6.06,7.08,8.706202,51.08,0.5718294,8.62,8
164,7.01,5.98,6.97,3.131201,62.96,0.5925735,3.04,15
131,7.26,5.95,7.33,32.42251,32.72,0.5208093,24.75,18
5371,7.19,5.96,7.2,22.8411,35.96,0.5109025,18.57,25
3875,6.76,6.07,6.71,0.5796,51.98,0.476638,0.84,31
7369,7.3,6.05,7.13,25.175,37.4,0.6329811,20.14,21
13674,6.66,5.94,6.64,0.4175999,58.82,0.5211024,0.58,29
7319,7.07,6.0,7.09,2.985301,63.14,0.5334779,2.79,11
7393,7.02,5.98,7.04,4.0768,59.9,0.5199467,3.92,9
2252,7.38,6.0,7.43,27.7242,27.5,0.3942695,20.09,24
5397,7.15,5.97,7.02,7.752602,51.62,0.4470919,6.57,14
2306,6.98,5.97,7.0,1.9089,65.66,0.4718414,1.89,22
7369,7.22,5.91,7.16,13.6764,43.7,0.4086828,10.44,27
15000,6.97,5.9,7.01,1.6157,69.08,0.5676341,1.51,9
164,6.72,5.98,6.83,3.522399,31.82,0.5244931,4.76,3
5349,6.77,6.0,6.7,1.9635,42.8,0.5432662,2.55,3
15555,7.31,5.99,7.33,27.3768,32.36,0.4231668,20.74,11
5109,6.67,5.95,6.67,1.389601,46.22,0.506456,1.93,23
13674,6.68,5.98,6.74,0.3919999,59.9,0.51085,0.56,13
7075,7.24,5.99,7.29,25.7625,39.38,0.6573286,20.61,15
5371,7.05,6.02,7.03,3.316601,59.54,0.5343851,3.22,15
603,6.99,5.98,7.06,1.1716,73.58,0.5671771,1.16,17
4887,6.7,5.99,6.66,0.1207,69.44,0.4899437,0.17,8
154,7.14,6.12,7.04,1.734,66.92,0.5725372,1.7,29
7369,6.7,6.03,6.69,0.2344999,59.54,0.4830287,0.35,22
150,6.78,6.0,6.72,0.1326,61.88,0.2920988,0.17,22
4911,6.68,5.96,6.72,0.8279998,51.62,0.556469,1.15,5
7432,7.03,6.07,7.05,2.8992,63.14,0.5329257,3.02,26
15555,6.97,5.92,7.06,1.449,71.6,0.630942,1.38,9
154,7.23,6.05,7.2,17.405,39.38,0.4213586,14.75,24
4887,6.65,5.9,6.77,0.0975,73.04,0.6048056,0.13,18
3875,7.0,6.07,7.07,0.5765999,75.2,0.4598163,0.62,1
5142,7.14,6.03,7.1,13.0647,46.4,0.4735219,11.77,22
7331,7.22,6.06,7.14,19.7432,39.56,0.4599457,17.02,21
7389,7.11,5.99,7.16,9.228803,40.46,0.3496727,8.24,25
5279,6.97,5.99,6.99,0.7056,77.72,0.4768316,0.72,30
5099,6.7,5.94,6.68,0.2659999,61.34,0.527037,0.35,13
5397,6.95,5.93,7.05,2.652,60.98,0.4586966,2.6,16
7329,6.71,6.0,6.73,0.1278,67.82,0.47677,0.18,9
4896,7.26,6.04,7.3,21.6184,34.7,0.4374884,17.72,2
154,6.95,5.95,6.91,0.7,74.48,0.3640241,0.7,3
154,6.7,6.02,6.71,0.5779999,53.24,0.5485353,0.85,20
7394,6.75,5.99,6.77,4.332001,32.0,0.4897234,5.7,2
7341,6.78,5.92,6.78,0.8256001,46.4,0.3785407,0.96,10
7370,7.06,5.97,7.13,9.156001,48.92,0.4454268,8.4,1
7394,6.81,6.01,6.71,4.463998,32.18,0.4664103,5.58,20
7319,7.04,6.02,7.0,2.4888,62.96,0.560531,2.44,28
4896,7.34,5.99,7.35,16.34851,38.84,0.3854587,12.11,7
603,6.76,6.11,6.63,0.1755,62.42,0.4251843,0.27,19
7389,7.01,5.96,6.9,0.8400002,75.02,0.488645,0.8,31
13777,7.03,5.88,7.05,4.991001,59.9,0.5572626,4.34,15
2252,6.91,6.04,7.06,0.7481999,78.08,0.5831339,0.86,30
5371,6.98,5.92,7.12,6.730999,53.24,0.5497755,6.35,14
7393,7.0,5.97,6.98,0.2987001,84.38,0.4747961,0.29,14
2306,7.0,6.01,7.01,3.959999,58.28,0.50204,4.0,23
91,6.69,5.96,6.83,1.3359,44.78,0.5300876,1.83,16
4896,6.7,5.98,6.74,1.3464,44.96,0.6584926,1.87,23
44,6.98,5.97,7.02,0.7979002,76.1,0.5084787,0.79,1
5349,7.22,5.99,7.09,12.054,48.74,0.6747161,9.8,21
91,7.24,6.0,7.15,14.5576,38.66,0.3682832,11.74,14
603,6.72,6.02,6.83,1.316,40.1,0.4888576,1.88,17
5100,6.68,5.97,6.65,0.1562,67.28,0.553619,0.22,17
2704,6.72,6.05,6.71,1.085399,42.08,0.4001951,1.62,10
7374,7.03,5.96,7.08,4.162301,59.0,0.4918126,3.89,11
150,6.7,5.9,6.7,0.7839997,50.9,0.492376,0.98,27
7374,6.94,5.96,6.95,1.2446,71.6,0.4745373,1.27,21
167,6.73,6.01,6.74,1.224,42.08,0.3870743,1.7,13
7374,6.72,6.01,6.76,0.1916999,62.78,0.4622099,0.27,15
7389,7.07,6.09,7.11,4.3806,56.12,0.5646892,4.47,17
7331,6.74,6.0,6.65,0.0888,68.18,0.3672549,0.12,16
91,7.24,5.93,7.15,25.152,37.04,0.457879,19.2,15
2812,6.81,6.09,6.66,0.0432,78.8,0.5218203,0.06,6
3875,6.99,5.92,7.16,7.639798,45.86,0.4934094,7.14,7
4896,7.2,5.94,7.14,11.3022,44.42,0.6438871,8.97,16
2485,6.99,5.98,7.03,1.8988,62.06,0.4582508,1.88,22
78,6.68,5.96,6.75,0.8927997,43.88,0.4119022,1.24,7
78,7.13,5.99,7.08,14.0904,45.5,0.5838494,12.36,28
167,7.05,5.96,7.11,9.243201,51.62,0.5095456,8.48,16
2485,6.98,5.99,6.92,0.4356001,81.5,0.4709602,0.44,5
4887,7.0,6.04,7.02,0.3264,83.66,0.4358023,0.34,24
7389,7.01,6.0,6.99,0.4747001,80.06,0.4331407,0.47,1
5142,6.78,6.04,6.71,2.693601,35.78,0.5480532,3.64,14
2252,7.11,6.07,7.21,15.392,39.38,0.621754,14.8,21
7374,7.04,6.02,7.08,3.9882,60.8,0.5918813,3.91,26
7369,6.75,6.03,6.65,0.2159999,60.8,0.426165,0.3,25
7319,7.06,5.97,7.04,3.2373,56.3,0.3219822,2.97,2
91,7.08,6.03,7.02,1.3755,66.56,0.5380985,1.31,7
78,6.62,5.91,6.7,0.1065,72.32,0.5552118,0.15,22
164,6.75,6.04,6.76,0.2059,61.52,0.461176,0.29,7
7412,7.13,6.03,7.27,21.263,38.84,0.5295579,19.33,21
2812,7.06,6.02,6.99,1.82,68.72,0.5790637,1.75,13
5349,7.09,6.08,6.95,0.8383002,73.94,0.5053097,0.83,10
7403,7.28,6.0,7.23,22.5792,37.22,0.6343752,17.64,18
